Order_ID,Order_Type,Order_Date,Delivery_Date,Customer_ID,Customer_Country,Customer_Gender,Customer_Name,Customer_FirstName,Customer_LastName,Customer_BirthDate,Customer_Age_Group,Customer_Type,Customer_Group,Customer_Age,Product_ID,Product_Name,Product_Line,Product_Category,Product_Group,Quantity,Total_Retail_Price,CostPrice_Per_Unit,Discount,Employee_ID,Street_ID,Company,Department,Section,Job_Title,Employee_Name,Employee_Gender,Salary,Employee_Hire_Date
1242838815,1,19-Jul-07,19-Jul-07,41,AU,M,Wendell Summersby,Wendell,Summersby,02-Dec-64,31-45 years,Orion  Club members medium activity,Orion Club members,43,2.10201E+11,Butch T-Shirt with V-Neck,Children,Children Sports,"N.D. Gear, Kids",1,$50.40,$22.75,,120195,1600101527,Orion Australia,Sales,Sales,Trainee,Jina Fiocca,F,"$24,990",01-Jul-06
1243465031,1,26-Sep-07,26-Sep-07,41,AU,M,Wendell Summersby,Wendell,Summersby,02-Dec-64,31-45 years,Orion  Club members medium activity,Orion Club members,43,2.10201E+11,Children's Knit Sweater,Children,Children Sports,"N.D. Gear, Kids",2,$134.00,$28.90,,120195,1600101527,Orion Australia,Sales,Sales,Trainee,Jina Fiocca,F,"$24,990",01-Jul-06
1243110343,1,17-Aug-07,17-Aug-07,10,US,F,Karen Ballinger,Karen,Ballinger,18-Oct-84,15-30 years,Orion  Club members high activity,Orion Club members,23,2.10201E+11,Children's Knit Sweater,Children,Children Sports,"N.D. Gear, Kids",2,$134.00,$28.90,,121032,9260129395,Orion USA,Sales,Sales,Sales Rep. IV,Nasim Smith,M,"$31,335",01-Mar-06
1233270605,1,09-Jul-04,09-Jul-04,75,US,M,Mikel Spetz,Mikel,Spetz,18-Jun-84,15-30 years,Orion Club members low activity,Orion Club members,23,2.10201E+11,Gordon Children's Tracking Pants,Children,Children Sports,"N.D. Gear, Kids",2,$75.20,$17.00,,121029,9260108068,Orion USA,Sales,Sales,Sales Rep. I,Kuo-Chung Mcelwee,M,"$27,225",01-Dec-89
1243417726,1,20-Sep-07,20-Sep-07,69,US,F,Patricia Bertolozzi,Patricia,Bertolozzi,13-May-79,15-30 years,Orion Club members low activity,Orion Club members,28,2.10201E+11,Strap Pants BBO,Children,Children Sports,"Olssons, Kids",1,$23.50,$9.20,,121029,9260116402,Orion USA,Sales,Sales,Sales Rep. I,Kuo-Chung Mcelwee,M,"$27,225",01-Dec-89
1231135703,1,27-Jul-03,27-Jul-03,79,US,F,Najma Hicks,Najma,Hicks,22-Jan-86,15-30 years,Orion  Club members medium activity,Orion Club members,21,2.10201E+11,Kid Basic Tracking Suit,Children,Children Sports,"Osprey, Kids",2,$92.00,$16.05,,121027,9260101874,Orion USA,Sales,Sales,Sales Rep. II,Allan Rudder,M,"$26,165",01-Dec-89
1242149082,1,03-May-07,03-May-07,90,US,F,Kyndal Hooks,Kyndal,Hooks,01-Aug-64,31-45 years,Orion Club Gold members high activity,Orion Club Gold members,43,2.10201E+11,Osprey France Nylon Shorts,Children,Children Sports,"Osprey, Kids",4,$56.80,$6.45,,121032,9260111614,Orion USA,Sales,Sales,Sales Rep. IV,Nasim Smith,M,"$31,335",01-Mar-06
1243110343,1,17-Aug-07,17-Aug-07,10,US,F,Karen Ballinger,Karen,Ballinger,18-Oct-84,15-30 years,Orion  Club members high activity,Orion Club members,23,2.10201E+11,Osprey Girl's Tights,Children,Children Sports,"Osprey, Kids",3,$60.90,$9.30,,121032,9260129395,Orion USA,Sales,Sales,Sales Rep. IV,Nasim Smith,M,"$31,335",01-Mar-06
1231135703,1,27-Jul-03,27-Jul-03,79,US,F,Najma Hicks,Najma,Hicks,22-Jan-86,15-30 years,Orion  Club members medium activity,Orion Club members,21,2.10201E+11,Kid Children's T-Shirt,Children,Children Sports,Tracker Kid's Clothes,2,$39.00,$8.95,,121027,9260101874,Orion USA,Sales,Sales,Sales Rep. II,Allan Rudder,M,"$26,165",01-Dec-89
1242836878,1,18-Jul-07,18-Jul-07,10,US,F,Karen Ballinger,Karen,Ballinger,18-Oct-84,15-30 years,Orion  Club members high activity,Orion Club members,23,2.10201E+11,Logo Coord.Children's Sweatshirt,Children,Children Sports,Tracker Kid's Clothes,2,$60.60,$13.50,,121027,9260129395,Orion USA,Sales,Sales,Sales Rep. II,Allan Rudder,M,"$26,165",01-Dec-89
1240581932,1,05-Nov-06,05-Nov-06,215,AU,M,Ramesh Trentholme,Ramesh,Trentholme,16-May-49,46-60 years,Orion Club Gold members medium activity,Orion Club Gold members,58,2.10201E+11,Starlite Baby Shoes,Children,Children Sports,Tracker Kid's Clothes,3,$124.20,$18.85,,120192,1600102721,Orion Australia,Sales,Sales,Trainee,Anthony Nichollas,M,"$26,185",01-Jun-05
1232648239,1,07-Apr-04,15-Apr-04,49,US,F,Annmarie Leveille,Annmarie,Leveille,16-Jul-84,15-30 years,Orion Club Gold members high activity,Orion Club Gold members,23,2.10201E+11,Toddler Footwear Socks with Knobs,Children,Children Sports,Tracker Kid's Clothes,1,$6.50,$2.30,,121031,9260104510,Orion USA,Sales,Sales,Sales Rep. III,Scott Filan,M,"$28,060",01-Aug-85
1238605995,1,02-Mar-06,02-Mar-06,88,US,M,Attila Gibbs,Attila,Gibbs,19-Feb-59,46-60 years,Orion  Club members medium activity,Orion Club members,48,2.10201E+11,Ypsilon Children's Sweat w/Big Logo,Children,Children Sports,"Ypsilon, Kids",1,$47.90,$20.90,,121033,9260100179,Orion USA,Sales,Sales,Sales Rep. III,Kristie Snitzer,F,"$29,775",01-Jun-04
1241359997,1,05-Feb-07,05-Feb-07,12,US,M,David Black,David,Black,12-Apr-69,31-45 years,Orion  Club members medium activity,Orion Club members,38,2.201E+11,Big Guy Men's Clima Fit Jacket,Clothes & Shoes,Clothes,Eclipse Clothing,1,$117.60,$58.90,,121043,9260103713,Orion USA,Sales,Sales,Sales Rep. II,Sigrid Kagarise,F,"$28,225",01-Mar-92
1232530393,1,20-Mar-04,20-Mar-04,49,US,F,Annmarie Leveille,Annmarie,Leveille,16-Jul-84,15-30 years,Orion Club Gold members high activity,Orion Club Gold members,23,2.201E+11,Big Guy Men's Dri Fit Singlet,Clothes & Shoes,Clothes,Eclipse Clothing,1,$33.40,$16.80,,121037,9260104510,Orion USA,Sales,Sales,Sales Rep. III,Muthukumar Miketa,M,"$28,310",01-Mar-02
1231468750,1,25-Sep-03,30-Sep-03,52,US,M,Yan Kozlowski,Yan,Kozlowski,06-Apr-69,31-45 years,Orion  Club members medium activity,Orion Club members,38,2.201E+11,Big Guy Men's Fresh Soft Nylon Pants,Clothes & Shoes,Clothes,Eclipse Clothing,1,$50.00,$25.10,,121044,9260116235,Orion USA,Sales,Sales,Sales Rep. I,Ray Abbott,M,"$25,660",01-Aug-75
1238712056,1,16-Mar-06,16-Mar-06,53,AU,F,Dericka Pockran,Dericka,Pockran,20-Jun-54,46-60 years,Orion  Club members high activity,Orion Club members,53,2.201E+11,Big Guy Men's Micro Fiber Full Zip Jacket,Clothes & Shoes,Clothes,Eclipse Clothing,1,$97.60,$48.90,,120127,1600103258,Orion Australia,Sales,Sales,Sales Rep. II,Sharryn Clarkson,F,"$28,100",01-Nov-98
1242229985,1,13-May-07,13-May-07,171,AU,M,Robert Bowerman,Robert,Bowerman,22-Feb-74,31-45 years,Orion  Club members high activity,Orion Club members,33,2.201E+11,Big Guy Men's Micro Fibre Jacket,Clothes & Shoes,Clothes,Eclipse Clothing,2,$189.40,$47.45,,120127,1600101555,Orion Australia,Sales,Sales,Sales Rep. II,Sharryn Clarkson,F,"$28,100",01-Nov-98
1239194032,1,14-May-06,14-May-06,52,US,M,Yan Kozlowski,Yan,Kozlowski,06-Apr-69,31-45 years,Orion  Club members medium activity,Orion Club members,38,2.201E+11,Big Guy Men's Micro Fibre Shorts XXL,Clothes & Shoes,Clothes,Eclipse Clothing,1,$27.40,$13.80,,121040,9260116235,Orion USA,Sales,Sales,Sales Rep. III,Brienne Darrohn,F,"$29,525",01-Nov-82
1232161564,1,23-Jan-04,23-Jan-04,34,US,M,Alvan Goheen,Alvan,Goheen,18-Jan-84,15-30 years,Orion Club members low activity,Orion Club members,23,2.201E+11,Big Guy Men's Mid Layer Jacket,Clothes & Shoes,Clothes,Eclipse Clothing,1,$101.30,$50.75,,121040,9260111379,Orion USA,Sales,Sales,Sales Rep. III,Brienne Darrohn,F,"$29,525",01-Nov-82
1241686210,1,13-Mar-07,19-Mar-07,10,US,F,Karen Ballinger,Karen,Ballinger,18-Oct-84,15-30 years,Orion  Club members high activity,Orion Club members,23,2.201E+11,Big Guy Men's Running Shorts Dri.Fit,Clothes & Shoes,Clothes,Eclipse Clothing,1,$32.60,$16.40,,121040,9260129395,Orion USA,Sales,Sales,Sales Rep. III,Brienne Darrohn,F,"$29,525",01-Nov-82
1235275513,1,24-Mar-05,24-Mar-05,89,US,F,Wynella Lewis,Wynella,Lewis,28-Sep-34,61-75 years,Orion  Club members high activity,Orion Club members,73,2.201E+11,Big Guy Men's Santos Shorts Dri Fit,Clothes & Shoes,Clothes,Eclipse Clothing,1,$29.70,$14.95,,121043,9260116551,Orion USA,Sales,Sales,Sales Rep. II,Sigrid Kagarise,F,"$28,225",01-Mar-92
1230754828,1,18-May-03,18-May-03,12,US,M,David Black,David,Black,12-Apr-69,31-45 years,Orion  Club members medium activity,Orion Club members,38,2.201E+11,Big Guy Men's T-Shirt,Clothes & Shoes,Clothes,Eclipse Clothing,3,$68.40,$11.50,,121039,9260103713,Orion USA,Sales,Sales,Sales Rep. II,Donald Washington,M,"$27,460",01-May-80
1239346133,1,02-Jun-06,02-Jun-06,52,US,M,Yan Kozlowski,Yan,Kozlowski,06-Apr-69,31-45 years,Orion  Club members medium activity,Orion Club members,38,2.201E+11,Big Guy Men's T-Shirt Dri Fit,Clothes & Shoes,Clothes,Eclipse Clothing,3,$116.40,$19.50,,121037,9260116235,Orion USA,Sales,Sales,Sales Rep. III,Muthukumar Miketa,M,"$28,310",01-Mar-02
1237327705,1,13-Oct-05,13-Oct-05,10,US,F,Karen Ballinger,Karen,Ballinger,18-Oct-84,15-30 years,Orion  Club members high activity,Orion Club members,23,2.201E+11,Big Guy Men's Twill Pants Golf,Clothes & Shoes,Clothes,Eclipse Clothing,1,$52.90,$26.55,,121043,9260129395,Orion USA,Sales,Sales,Sales Rep. II,Sigrid Kagarise,F,"$28,225",01-Mar-92
1238910092,1,09-Apr-06,09-Apr-06,89,US,F,Wynella Lewis,Wynella,Lewis,28-Sep-34,61-75 years,Orion  Club members high activity,Orion Club members,73,2.201E+11,Big Guy Men's Woven Warm Up,Clothes & Shoes,Clothes,Eclipse Clothing,2,$192.60,$48.25,,121042,9260116551,Orion USA,Sales,Sales,Sales Rep. III,Joseph Robbin-Coker,M,"$28,845",01-Nov-99
1235856852,1,21-May-05,21-May-05,171,AU,M,Robert Bowerman,Robert,Bowerman,22-Feb-74,31-45 years,Orion  Club members high activity,Orion Club members,33,2.201E+11,Fit Racing Cap,Clothes & Shoes,Clothes,Eclipse Clothing,1,$27.70,$13.95,,120127,1600101555,Orion Australia,Sales,Sales,Sales Rep. II,Sharryn Clarkson,F,"$28,100",01-Nov-98
1243799681,1,02-Nov-07,02-Nov-07,41,AU,M,Wendell Summersby,Wendell,Summersby,02-Dec-64,31-45 years,Orion  Club members medium activity,Orion Club members,43,2.201E+11,Insu F.I.T Basic,Clothes & Shoes,Clothes,Eclipse Clothing,1,$17.00,$8.45,,120128,1600101527,Orion Australia,Sales,Sales,Sales Rep. IV,Monica Kletschkus,F,"$30,890",01-Nov-06
1242657273,1,28-Jun-07,28-Jun-07,90,US,F,Kyndal Hooks,Kyndal,Hooks,01-Aug-64,31-45 years,Orion Club Gold members high activity,Orion Club Gold members,43,2.201E+11,Toto Tube Socks,Clothes & Shoes,Clothes,Eclipse Clothing,3,$33.60,$5.70,,121037,9260111614,Orion USA,Sales,Sales,Sales Rep. III,Muthukumar Miketa,M,"$28,310",01-Mar-02
1232530393,1,20-Mar-04,20-Mar-04,49,US,F,Annmarie Leveille,Annmarie,Leveille,16-Jul-84,15-30 years,Orion Club Gold members high activity,Orion Club Gold members,23,2.201E+11,Woman's Deception Dress,Clothes & Shoes,Clothes,Eclipse Clothing,1,$63.90,$32.05,,121037,9260104510,Orion USA,Sales,Sales,Sales Rep. III,Muthukumar Miketa,M,"$28,310",01-Mar-02
1241461856,1,16-Feb-07,17-Feb-07,18,US,M,Tonie Asmussen,Tonie,Asmussen,02-Feb-54,46-60 years,Orion Club members low activity,Orion Club members,53,2.201E+11,Woman's Dri-Fit Scoop Neck Bra,Clothes & Shoes,Clothes,Eclipse Clothing,1,$29.40,$14.80,,121042,9260112361,Orion USA,Sales,Sales,Sales Rep. III,Joseph Robbin-Coker,M,"$28,845",01-Nov-99
1238440880,1,09-Feb-06,09-Feb-06,52,US,M,Yan Kozlowski,Yan,Kozlowski,06-Apr-69,31-45 years,Orion  Club members medium activity,Orion Club members,38,2.201E+11,Woman's Emblished Work-Out Pants,Clothes & Shoes,Clothes,Eclipse Clothing,1,$52.20,$26.20,,121042,9260116235,Orion USA,Sales,Sales,Sales Rep. III,Joseph Robbin-Coker,M,"$28,845",01-Nov-99
1239418524,1,12-Jun-06,12-Jun-06,195,AU,M,Cosi Rimmington,Cosi,Rimmington,11-Nov-44,61-75 years,Orion Club members low activity,Orion Club members,63,2.201E+11,Woman's Foxhole Jacket,Clothes & Shoes,Clothes,Eclipse Clothing,2,$408.80,$102.30,,120127,1600101663,Orion Australia,Sales,Sales,Sales Rep. II,Sharryn Clarkson,F,"$28,100",01-Nov-98
1231757107,1,16-Nov-03,16-Nov-03,17,US,M,Jimmie Evans,Jimmie,Evans,17-Aug-54,46-60 years,Orion  Club members medium activity,Orion Club members,53,2.201E+11,Woman's Micro Fibre Anorak,Clothes & Shoes,Clothes,Eclipse Clothing,1,$84.10,$42.15,,121037,9260123306,Orion USA,Sales,Sales,Sales Rep. III,Muthukumar Miketa,M,"$28,310",01-Mar-02
1238255107,1,17-Jan-06,17-Jan-06,88,US,M,Attila Gibbs,Attila,Gibbs,19-Feb-59,46-60 years,Orion  Club members medium activity,Orion Club members,48,2.201E+11,Woman's Out & Sew Airborn Top,Clothes & Shoes,Clothes,Eclipse Clothing,1,$38.70,$19.45,,121039,9260100179,Orion USA,Sales,Sales,Sales Rep. II,Donald Washington,M,"$27,460",01-May-80
1240903120,1,14-Dec-06,14-Dec-06,52,US,M,Yan Kozlowski,Yan,Kozlowski,06-Apr-69,31-45 years,Orion  Club members medium activity,Orion Club members,38,2.201E+11,Woman's Short Tights,Clothes & Shoes,Clothes,Eclipse Clothing,2,$62.20,$15.65,,121044,9260116235,Orion USA,Sales,Sales,Sales Rep. I,Ray Abbott,M,"$25,660",01-Aug-75
1237327705,1,13-Oct-05,13-Oct-05,10,US,F,Karen Ballinger,Karen,Ballinger,18-Oct-84,15-30 years,Orion  Club members high activity,Orion Club members,23,2.201E+11,Woman's T-Shirt w/Hood,Clothes & Shoes,Clothes,Eclipse Clothing,1,$37.30,$18.75,,121043,9260129395,Orion USA,Sales,Sales,Sales Rep. II,Sigrid Kagarise,F,"$28,225",01-Mar-92
1240903120,1,14-Dec-06,14-Dec-06,52,US,M,Yan Kozlowski,Yan,Kozlowski,06-Apr-69,31-45 years,Orion  Club members medium activity,Orion Club members,38,2.201E+11,Woman's Winter Tights,Clothes & Shoes,Clothes,Eclipse Clothing,4,$213.20,$26.75,,121044,9260116235,Orion USA,Sales,Sales,Sales Rep. I,Ray Abbott,M,"$25,660",01-Aug-75
1239543223,1,27-Jun-06,27-Jun-06,90,US,F,Kyndal Hooks,Kyndal,Hooks,01-Aug-64,31-45 years,Orion Club Gold members high activity,Orion Club Gold members,43,2.201E+11,Woman's Woven Warm Up,Clothes & Shoes,Clothes,Eclipse Clothing,2,$172.80,$43.30,,121040,9260111614,Orion USA,Sales,Sales,Sales Rep. III,Brienne Darrohn,F,"$29,525",01-Nov-82
1232092527,1,13-Jan-04,13-Jan-04,49,US,F,Annmarie Leveille,Annmarie,Leveille,16-Jul-84,15-30 years,Orion Club Gold members high activity,Orion Club Gold members,23,2.201E+11,Green Lime Atletic Socks,Clothes & Shoes,Clothes,Green Tomato,1,$6.50,$2.60,,121039,9260104510,Orion USA,Sales,Sales,Sales Rep. II,Donald Washington,M,"$27,460",01-May-80
1231930216,1,18-Dec-03,18-Dec-03,111,AU,F,Karolina Dokter,Karolina,Dokter,28-Dec-74,31-45 years,Orion  Club members medium activity,Orion Club members,33,2.201E+11,Dp Roller High-necked Knit,Clothes & Shoes,Clothes,Knitwear,4,$342.80,$34.35,,120127,1600102072,Orion Australia,Sales,Sales,Sales Rep. II,Sharryn Clarkson,F,"$28,100",01-Nov-98
1232530393,1,20-Mar-04,20-Mar-04,49,US,F,Annmarie Leveille,Annmarie,Leveille,16-Jul-84,15-30 years,Orion Club Gold members high activity,Orion Club Gold members,23,2.201E+11,Instyle Pullover Mid w/Small Zipper,Clothes & Shoes,Clothes,Knitwear,1,$35.60,$16.70,,121037,9260104510,Orion USA,Sales,Sales,Sales Rep. III,Muthukumar Miketa,M,"$28,310",01-Mar-02
1242012269,1,18-Apr-07,18-Apr-07,45,US,F,Dianne Patchin,Dianne,Patchin,06-May-79,15-30 years,Orion Club Gold members low activity,Orion Club Gold members,28,2.201E+11,Instyle Pullover Mid w/Small Zipper,Clothes & Shoes,Clothes,Knitwear,4,$142.40,$16.70,,121040,9260104847,Orion USA,Sales,Sales,Sales Rep. III,Brienne Darrohn,F,"$29,525",01-Nov-82
1240461993,1,20-Oct-06,20-Oct-06,10,US,F,Karen Ballinger,Karen,Ballinger,18-Oct-84,15-30 years,Orion  Club members high activity,Orion Club members,23,2.201E+11,Instyle T-Shirt,Clothes & Shoes,Clothes,Knitwear,1,$11.30,$4.55,,121036,9260129395,Orion USA,Sales,Sales,Sales Rep. I,Teresa Mesley,F,"$25,965",01-Oct-03
1232311932,1,15-Feb-04,15-Feb-04,20,US,M,Michael Dineley,Michael,Dineley,17-Apr-59,46-60 years,Orion  Club members medium activity,Orion Club members,48,2.201E+11,Lucky Knitwear Wool Sweater,Clothes & Shoes,Clothes,Knitwear,2,$206.00,$42.40,,121039,9260118934,Orion USA,Sales,Sales,Sales Rep. II,Donald Washington,M,"$27,460",01-May-80
1242012259,1,18-Apr-07,18-Apr-07,10,US,F,Karen Ballinger,Karen,Ballinger,18-Oct-84,15-30 years,Orion  Club members high activity,Orion Club members,23,2.201E+11,Mayday Resque Fleece Pullover,Clothes & Shoes,Clothes,Knitwear,2,$231.60,$48.70,,121040,9260129395,Orion USA,Sales,Sales,Sales Rep. III,Brienne Darrohn,F,"$29,525",01-Nov-82
1239346133,1,02-Jun-06,02-Jun-06,52,US,M,Yan Kozlowski,Yan,Kozlowski,06-Apr-69,31-45 years,Orion  Club members medium activity,Orion Club members,38,2.201E+11,Truls Polar Fleece Cardigan,Clothes & Shoes,Clothes,Knitwear,1,$208.60,$84.35,,121037,9260116235,Orion USA,Sales,Sales,Sales Rep. III,Muthukumar Miketa,M,"$28,310",01-Mar-02
1234247283,1,03-Dec-04,03-Dec-04,49,US,F,Annmarie Leveille,Annmarie,Leveille,16-Jul-84,15-30 years,Orion Club Gold members high activity,Orion Club Gold members,23,2.201E+11,Ultra W802 All Terrain Women's Shoes,Clothes & Shoes,Clothes,LSF,2,$187.20,$40.75,,121042,9260104510,Orion USA,Sales,Sales,Sales Rep. III,Joseph Robbin-Coker,M,"$28,845",01-Nov-99
1234033037,1,01-Nov-04,01-Nov-04,92,US,M,Lendon Celii,Lendon,Celii,14-Sep-44,61-75 years,Orion Club members low activity,Orion Club members,63,2.20101E+11,Alexis Women's Classic Shoes,Clothes & Shoes,Clothes,Orion,1,$53.70,$22.75,,121039,9260117676,Orion USA,Sales,Sales,Sales Rep. II,Donald Washington,M,"$27,460",01-May-80
1238273927,1,20-Jan-06,20-Jan-06,215,AU,M,Ramesh Trentholme,Ramesh,Trentholme,16-May-49,46-60 years,Orion Club Gold members medium activity,Orion Club Gold members,58,2.20101E+11,Alexis Women's Classic Shoes,Clothes & Shoes,Clothes,Orion,3,$170.70,$24.10,,120127,1600102721,Orion Australia,Sales,Sales,Sales Rep. II,Sharryn Clarkson,F,"$28,100",01-Nov-98
1242559569,1,18-Jun-07,18-Jun-07,171,AU,M,Robert Bowerman,Robert,Bowerman,22-Feb-74,31-45 years,Orion  Club members high activity,Orion Club members,33,2.20101E+11,Armadillo Road Dmx Men's Running Shoes,Clothes & Shoes,Clothes,Orion,1,$73.99,$44.25,30%,120130,1600101555,Orion Australia,Sales,Sales,Sales Rep. I,Kevin Lyon,M,"$26,955",01-May-06
1238712056,1,16-Mar-06,16-Mar-06,53,AU,F,Dericka Pockran,Dericka,Pockran,20-Jun-54,46-60 years,Orion  Club members high activity,Orion Club members,53,2.20101E+11,Dmx 10 Women's Aerobic Shoes,Clothes & Shoes,Clothes,Orion,1,$186.80,$89.10,,120127,1600103258,Orion Australia,Sales,Sales,Sales Rep. II,Sharryn Clarkson,F,"$28,100",01-Nov-98
1231501254,1,01-Oct-03,01-Oct-03,88,US,M,Attila Gibbs,Attila,Gibbs,19-Feb-59,46-60 years,Orion  Club members medium activity,Orion Club members,48,2.20101E+11,Trooper Ii Dmx-2x Men's Walking Shoes,Clothes & Shoes,Clothes,Orion,1,$106.10,$50.50,,121043,9260100179,Orion USA,Sales,Sales,Sales Rep. II,Sigrid Kagarise,F,"$28,225",01-Mar-92
1238367238,1,31-Jan-06,31-Jan-06,31,US,F,Cynthia Martinez,Cynthia,Martinez,07-Aug-59,46-60 years,Orion Club Gold members medium activity,Orion Club Gold members,48,2.20101E+11,Bra Top Wom.Fitn.Cl,Clothes & Shoes,Clothes,Orion Clothing,1,$38.60,$18.35,,121044,9260128428,Orion USA,Sales,Sales,Sales Rep. I,Ray Abbott,M,"$25,660",01-Aug-75
1239416627,1,11-Jun-06,11-Jun-06,88,US,M,Attila Gibbs,Attila,Gibbs,19-Feb-59,46-60 years,Orion  Club members medium activity,Orion Club members,48,2.20101E+11,Mick's Men's Cl.Tracksuit,Clothes & Shoes,Clothes,Orion Clothing,2,$248.20,$59.05,,121036,9260100179,Orion USA,Sales,Sales,Sales Rep. I,Teresa Mesley,F,"$25,965",01-Oct-03
